model_id,conflict_type_idx,bootstrap_idx,space,overlap_with_reference
Qwen/Qwen3.5-4B,9,19,label_residualized,0.4920003928371074
Qwen/Qwen3.5-9B,1,0,raw,0.8941903299990757
Qwen/Qwen3.5-9B,1,0,label_residualized,0.8936807460582286
Qwen/Qwen3.5-9B,1,1,raw,0.49975609392239956
Qwen/Qwen3.5-9B,1,1,label_residualized,0.5000883035848824
Qwen/Qwen3.5-9B,1,2,raw,0.4984275078691397
Qwen/Qwen3.5-9B,1,2,label_residualized,0.5021378070663455
Qwen/Qwen3.5-9B,1,3,raw,0.2983323035783694
Qwen/Qwen3.5-9B,1,3,label_residualized,0.2486521507037931
Qwen/Qwen3.5-9B,1,4,raw,0.027394779664299998
Qwen/Qwen3.5-9B,1,4,label_residualized,0.024702919075789035
Qwen/Qwen3.5-9B,1,5,raw,0.958288976015385
Qwen/Qwen3.5-9B,1,5,label_residualized,0.9623324299913004
Qwen/Qwen3.5-9B,1,6,raw,0.49730745526138953
Qwen/Qwen3.5-9B,1,6,label_residualized,0.5002202451387803
Qwen/Qwen3.5-9B,1,7,raw,0.496179991254704
Qwen/Qwen3.5-9B,1,7,label_residualized,0.49867573260955833
Qwen/Qwen3.5-9B,1,8,raw,0.35929141521675084
Qwen/Qwen3.5-9B,1,8,label_residualized,0.3592449172635298
Qwen/Qwen3.5-9B,1,9,raw,0.49706332108611234
Qwen/Qwen3.5-9B,1,9,label_residualized,0.49985277672061573
Qwen/Qwen3.5-9B,1,10,raw,0.34391502544636743
Qwen/Qwen3.5-9B,1,10,label_residualized,0.34879334527448236
Qwen/Qwen3.5-9B,1,11,raw,0.4971560204569615
Qwen/Qwen3.5-9B,1,11,label_residualized,0.4989759789762882
Qwen/Qwen3.5-9B,1,12,raw,0.5447093265878681
Qwen/Qwen3.5-9B,1,12,label_residualized,0.521068716042238
Qwen/Qwen3.5-9B,1,13,raw,0.48812489591412006
Qwen/Qwen3.5-9B,1,13,label_residualized,0.48170911167149344
Qwen/Qwen3.5-9B,1,14,raw,0.7386405551839912
Qwen/Qwen3.5-9B,1,14,label_residualized,0.7431450231555321
Qwen/Qwen3.5-9B,1,15,raw,0.5048122131634332
Qwen/Qwen3.5-9B,1,15,label_residualized,0.5043345380047622
Qwen/Qwen3.5-9B,1,16,raw,0.5002575327234702
Qwen/Qwen3.5-9B,1,16,label_residualized,0.4946249176050414
Qwen/Qwen3.5-9B,1,17,raw,0.49228142001905706
Qwen/Qwen3.5-9B,1,17,label_residualized,0.49603397621004763
Qwen/Qwen3.5-9B,1,18,raw,0.5060710199893802
Qwen/Qwen3.5-9B,1,18,label_residualized,0.5003632756853008
Qwen/Qwen3.5-9B,1,19,raw,0.48048800184490376
Qwen/Qwen3.5-9B,1,19,label_residualized,0.48381980118113965
Qwen/Qwen3.5-9B,2,0,raw,0.7969319678878678
Qwen/Qwen3.5-9B,2,0,label_residualized,0.5816285460470478
Qwen/Qwen3.5-9B,2,1,raw,0.43887352607962254
Qwen/Qwen3.5-9B,2,1,label_residualized,0.3343132905478857
Qwen/Qwen3.5-9B,2,2,raw,0.7956769992870731
Qwen/Qwen3.5-9B,2,2,label_residualized,0.9347527070779358
Qwen/Qwen3.5-9B,2,3,raw,0.40654538043906363
Qwen/Qwen3.5-9B,2,3,label_residualized,0.4095849053220511
Qwen/Qwen3.5-9B,2,4,raw,0.46205830826594757
Qwen/Qwen3.5-9B,2,4,label_residualized,0.8459896409657156
Qwen/Qwen3.5-9B,2,5,raw,0.4416865756512096
Qwen/Qwen3.5-9B,2,5,label_residualized,0.2710627148008221
Qwen/Qwen3.5-9B,2,6,raw,0.6209466647255835
Qwen/Qwen3.5-9B,2,6,label_residualized,0.4822409921912262
Qwen/Qwen3.5-9B,2,7,raw,0.7772697757457846
Qwen/Qwen3.5-9B,2,7,label_residualized,0.46866427294403296
Qwen/Qwen3.5-9B,2,8,raw,0.9001026660331062
Qwen/Qwen3.5-9B,2,8,label_residualized,0.7310965230690724
Qwen/Qwen3.5-9B,2,9,raw,0.5163304064445999
Qwen/Qwen3.5-9B,2,9,label_residualized,0.5404435063012307
Qwen/Qwen3.5-9B,2,10,raw,0.7148556168624357
Qwen/Qwen3.5-9B,2,10,label_residualized,0.6127272349241191
Qwen/Qwen3.5-9B,2,11,raw,0.5207051105132516
Qwen/Qwen3.5-9B,2,11,label_residualized,0.3856027050517181
Qwen/Qwen3.5-9B,2,12,raw,0.6830290602283919
Qwen/Qwen3.5-9B,2,12,label_residualized,0.5399257018453877
Qwen/Qwen3.5-9B,2,13,raw,0.46433685196925867
Qwen/Qwen3.5-9B,2,13,label_residualized,0.5229726480749929
Qwen/Qwen3.5-9B,2,14,raw,0.5935683476962303
Qwen/Qwen3.5-9B,2,14,label_residualized,0.4440779277327213
Qwen/Qwen3.5-9B,2,15,raw,0.6486838255107297
Qwen/Qwen3.5-9B,2,15,label_residualized,0.4928202543672968
Qwen/Qwen3.5-9B,2,16,raw,0.7905034014047415
Qwen/Qwen3.5-9B,2,16,label_residualized,0.5240040814277472
Qwen/Qwen3.5-9B,2,17,raw,0.7747655327373711
Qwen/Qwen3.5-9B,2,17,label_residualized,0.8088848895737271
Qwen/Qwen3.5-9B,2,18,raw,0.7399502540921823
Qwen/Qwen3.5-9B,2,18,label_residualized,0.9742923401361074
Qwen/Qwen3.5-9B,2,19,raw,0.7483870878315213
Qwen/Qwen3.5-9B,2,19,label_residualized,0.4888658599821805
Qwen/Qwen3.5-9B,3,0,raw,0.855849630772541
Qwen/Qwen3.5-9B,3,0,label_residualized,0.7703815975980071
Qwen/Qwen3.5-9B,3,1,raw,0.8992777290943956
Qwen/Qwen3.5-9B,3,1,label_residualized,0.7982647863624249
Qwen/Qwen3.5-9B,3,2,raw,0.7685545142324632
Qwen/Qwen3.5-9B,3,2,label_residualized,0.7678803343302163
Qwen/Qwen3.5-9B,3,3,raw,0.6609029661799423
Qwen/Qwen3.5-9B,3,3,label_residualized,0.7325023610003243
Qwen/Qwen3.5-9B,3,4,raw,0.8401933404146534
Qwen/Qwen3.5-9B,3,4,label_residualized,0.6475084928155992
Qwen/Qwen3.5-9B,3,5,raw,0.9198287667374163
Qwen/Qwen3.5-9B,3,5,label_residualized,0.8655596993298378
Qwen/Qwen3.5-9B,3,6,raw,0.7591563269647923
Qwen/Qwen3.5-9B,3,6,label_residualized,0.6710545057733469
Qwen/Qwen3.5-9B,3,7,raw,0.5762320810290514
Qwen/Qwen3.5-9B,3,7,label_residualized,0.47304939132148105
Qwen/Qwen3.5-9B,3,8,raw,0.7126045888627395
Qwen/Qwen3.5-9B,3,8,label_residualized,0.5134326672813863
Qwen/Qwen3.5-9B,3,9,raw,0.8922133523732435
Qwen/Qwen3.5-9B,3,9,label_residualized,0.6858575616511731
Qwen/Qwen3.5-9B,3,10,raw,0.9092828200962184
Qwen/Qwen3.5-9B,3,10,label_residualized,0.8132338359850861
Qwen/Qwen3.5-9B,3,11,raw,0.6445192622697221
Qwen/Qwen3.5-9B,3,11,label_residualized,0.47645345432905567
Qwen/Qwen3.5-9B,3,12,raw,0.83682321246234
Qwen/Qwen3.5-9B,3,12,label_residualized,0.6805984764352441
Qwen/Qwen3.5-9B,3,13,raw,0.7433939656569517
Qwen/Qwen3.5-9B,3,13,label_residualized,0.6014677296327413
Qwen/Qwen3.5-9B,3,14,raw,0.6492451044039805
Qwen/Qwen3.5-9B,3,14,label_residualized,0.5332870690317391
Qwen/Qwen3.5-9B,3,15,raw,0.4450162816568058
Qwen/Qwen3.5-9B,3,15,label_residualized,0.21755432660246138
Qwen/Qwen3.5-9B,3,16,raw,0.9242080756798863
Qwen/Qwen3.5-9B,3,16,label_residualized,0.860808777897063
Qwen/Qwen3.5-9B,3,17,raw,0.6134355325363129
Qwen/Qwen3.5-9B,3,17,label_residualized,0.49961999838176074
Qwen/Qwen3.5-9B,3,18,raw,0.5384728209588092
Qwen/Qwen3.5-9B,3,18,label_residualized,0.40094839388896153
Qwen/Qwen3.5-9B,3,19,raw,0.7900932638508309
Qwen/Qwen3.5-9B,3,19,label_residualized,0.5608763062746167
Qwen/Qwen3.5-9B,4,0,raw,0.8878292867586585
Qwen/Qwen3.5-9B,4,0,label_residualized,0.5968314505711112
Qwen/Qwen3.5-9B,4,1,raw,0.4757127923181579
Qwen/Qwen3.5-9B,4,1,label_residualized,0.686281970154976
Qwen/Qwen3.5-9B,4,2,raw,0.5310870528354169
Qwen/Qwen3.5-9B,4,2,label_residualized,0.5217240215501168
Qwen/Qwen3.5-9B,4,3,raw,0.9055254409721488
Qwen/Qwen3.5-9B,4,3,label_residualized,0.7024246607963793
Qwen/Qwen3.5-9B,4,4,raw,0.6407520909925404
Qwen/Qwen3.5-9B,4,4,label_residualized,0.46194718104002797
Qwen/Qwen3.5-9B,4,5,raw,0.550821907967214
Qwen/Qwen3.5-9B,4,5,label_residualized,0.33644257997965227
Qwen/Qwen3.5-9B,4,6,raw,0.5112948141604359
Qwen/Qwen3.5-9B,4,6,label_residualized,0.13176956385256053
Qwen/Qwen3.5-9B,4,7,raw,0.8810396038067485
Qwen/Qwen3.5-9B,4,7,label_residualized,0.6329562230414926
Qwen/Qwen3.5-9B,4,8,raw,0.5379160505444167
Qwen/Qwen3.5-9B,4,8,label_residualized,0.24022172539833342
Qwen/Qwen3.5-9B,4,9,raw,0.8670803931192685
Qwen/Qwen3.5-9B,4,9,label_residualized,0.603988993034694
Qwen/Qwen3.5-9B,4,10,raw,0.6807313663358489
Qwen/Qwen3.5-9B,4,10,label_residualized,0.3689659156318346
Qwen/Qwen3.5-9B,4,11,raw,0.7143330279751874
Qwen/Qwen3.5-9B,4,11,label_residualized,0.6340112695018794
Qwen/Qwen3.5-9B,4,12,raw,0.8232019287017955
Qwen/Qwen3.5-9B,4,12,label_residualized,0.6700803078227991
Qwen/Qwen3.5-9B,4,13,raw,0.8243335994845653
Qwen/Qwen3.5-9B,4,13,label_residualized,0.5175306560652204
Qwen/Qwen3.5-9B,4,14,raw,0.4963133232596648
Qwen/Qwen3.5-9B,4,14,label_residualized,0.36931775168653863
Qwen/Qwen3.5-9B,4,15,raw,0.47277035122137256
Qwen/Qwen3.5-9B,4,15,label_residualized,0.20094552597523882
Qwen/Qwen3.5-9B,4,16,raw,0.5180481232795532
Qwen/Qwen3.5-9B,4,16,label_residualized,0.31209416849144
Qwen/Qwen3.5-9B,4,17,raw,0.6182961150370287
Qwen/Qwen3.5-9B,4,17,label_residualized,0.44264191096373695
Qwen/Qwen3.5-9B,4,18,raw,0.803650126418153
Qwen/Qwen3.5-9B,4,18,label_residualized,0.42403862955119526
Qwen/Qwen3.5-9B,4,19,raw,0.603354070278782
Qwen/Qwen3.5-9B,4,19,label_residualized,0.29792918332614227
Qwen/Qwen3.5-9B,5,0,raw,0.9324924808840998
Qwen/Qwen3.5-9B,5,0,label_residualized,0.8903814185930914
Qwen/Qwen3.5-9B,5,1,raw,0.9455823878317556
Qwen/Qwen3.5-9B,5,1,label_residualized,0.909752105434295
Qwen/Qwen3.5-9B,5,2,raw,0.9107855777741198
Qwen/Qwen3.5-9B,5,2,label_residualized,0.8678752466210868
Qwen/Qwen3.5-9B,5,3,raw,0.9433142392744512
Qwen/Qwen3.5-9B,5,3,label_residualized,0.9301239671788549
Qwen/Qwen3.5-9B,5,4,raw,0.9168783860610014
Qwen/Qwen3.5-9B,5,4,label_residualized,0.8247817452580507
Qwen/Qwen3.5-9B,5,5,raw,0.8890685392825166
Qwen/Qwen3.5-9B,5,5,label_residualized,0.850227520014543
Qwen/Qwen3.5-9B,5,6,raw,0.735041409401251
Qwen/Qwen3.5-9B,5,6,label_residualized,0.5639463550705796
Qwen/Qwen3.5-9B,5,7,raw,0.9448817155667798
Qwen/Qwen3.5-9B,5,7,label_residualized,0.9268307922688003
Qwen/Qwen3.5-9B,5,8,raw,0.7509469290536825
Qwen/Qwen3.5-9B,5,8,label_residualized,0.6194712443855835
Qwen/Qwen3.5-9B,5,9,raw,0.8897896941439332
Qwen/Qwen3.5-9B,5,9,label_residualized,0.8663909200900899
Qwen/Qwen3.5-9B,5,10,raw,0.8974507328599912
Qwen/Qwen3.5-9B,5,10,label_residualized,0.8786816935763737
Qwen/Qwen3.5-9B,5,11,raw,0.5180479258326209
Qwen/Qwen3.5-9B,5,11,label_residualized,0.49763487840625426
Qwen/Qwen3.5-9B,5,12,raw,0.8928022952282986
Qwen/Qwen3.5-9B,5,12,label_residualized,0.808733657630149
Qwen/Qwen3.5-9B,5,13,raw,0.689309022057077
Qwen/Qwen3.5-9B,5,13,label_residualized,0.583642857258601
Qwen/Qwen3.5-9B,5,14,raw,0.9238244845051278
Qwen/Qwen3.5-9B,5,14,label_residualized,0.8983008394678283
Qwen/Qwen3.5-9B,5,15,raw,0.9347750676719502
Qwen/Qwen3.5-9B,5,15,label_residualized,0.9046757011005739
Qwen/Qwen3.5-9B,5,16,raw,0.9138958349446612
Qwen/Qwen3.5-9B,5,16,label_residualized,0.7330478771558584
Qwen/Qwen3.5-9B,5,17,raw,0.9241504213353815
Qwen/Qwen3.5-9B,5,17,label_residualized,0.9062012884609865
Qwen/Qwen3.5-9B,5,18,raw,0.4736809810235035
Qwen/Qwen3.5-9B,5,18,label_residualized,0.48702458917944597
Qwen/Qwen3.5-9B,5,19,raw,0.8569122266834579
Qwen/Qwen3.5-9B,5,19,label_residualized,0.6526942474160013
Qwen/Qwen3.5-9B,6,0,raw,0.5442455163453063
Qwen/Qwen3.5-9B,6,0,label_residualized,0.8206445932882092
Qwen/Qwen3.5-9B,6,1,raw,0.5595470057474103
Qwen/Qwen3.5-9B,6,1,label_residualized,0.6893493295214983
Qwen/Qwen3.5-9B,6,2,raw,0.8613120125155372
Qwen/Qwen3.5-9B,6,2,label_residualized,0.7147117305773434
Qwen/Qwen3.5-9B,6,3,raw,0.5159506970076664
Qwen/Qwen3.5-9B,6,3,label_residualized,0.6417839308307857
Qwen/Qwen3.5-9B,6,4,raw,0.7119129604736162
Qwen/Qwen3.5-9B,6,4,label_residualized,0.7010738002302656
Qwen/Qwen3.5-9B,6,5,raw,0.8202573020297134
Qwen/Qwen3.5-9B,6,5,label_residualized,0.5873646511698165
Qwen/Qwen3.5-9B,6,6,raw,0.558596551435884
Qwen/Qwen3.5-9B,6,6,label_residualized,0.7514460157767121
Qwen/Qwen3.5-9B,6,7,raw,0.4930291308490395
Qwen/Qwen3.5-9B,6,7,label_residualized,0.767398726630146
Qwen/Qwen3.5-9B,6,8,raw,0.6236366369680457
Qwen/Qwen3.5-9B,6,8,label_residualized,0.49488404347417003
Qwen/Qwen3.5-9B,6,9,raw,0.9284559674173787
Qwen/Qwen3.5-9B,6,9,label_residualized,0.8258610240564517
Qwen/Qwen3.5-9B,6,10,raw,0.9508189096197395
Qwen/Qwen3.5-9B,6,10,label_residualized,0.9184008388050269
Qwen/Qwen3.5-9B,6,11,raw,0.8772534244907999
Qwen/Qwen3.5-9B,6,11,label_residualized,0.7816802845906261
Qwen/Qwen3.5-9B,6,12,raw,0.508549930078634
Qwen/Qwen3.5-9B,6,12,label_residualized,0.6174559715887679
Qwen/Qwen3.5-9B,6,13,raw,0.5101708088564588
Qwen/Qwen3.5-9B,6,13,label_residualized,0.8061352018883932
Qwen/Qwen3.5-9B,6,14,raw,0.5399856970132472
Qwen/Qwen3.5-9B,6,14,label_residualized,0.83778232573715
Qwen/Qwen3.5-9B,6,15,raw,0.8201377100962285
Qwen/Qwen3.5-9B,6,15,label_residualized,0.6171189123993364
Qwen/Qwen3.5-9B,6,16,raw,0.6999703780038976
Qwen/Qwen3.5-9B,6,16,label_residualized,0.6248730329348322
Qwen/Qwen3.5-9B,6,17,raw,0.8761953731752327
Qwen/Qwen3.5-9B,6,17,label_residualized,0.5615544250175082
Qwen/Qwen3.5-9B,6,18,raw,0.484352903819993
Qwen/Qwen3.5-9B,6,18,label_residualized,0.685212207168586
Qwen/Qwen3.5-9B,6,19,raw,0.9432822001112409
Qwen/Qwen3.5-9B,6,19,label_residualized,0.7817839419484898
Qwen/Qwen3.5-9B,7,0,raw,0.8298053606439895
Qwen/Qwen3.5-9B,7,0,label_residualized,0.48945152847253726
Qwen/Qwen3.5-9B,7,1,raw,0.8985093407912035
Qwen/Qwen3.5-9B,7,1,label_residualized,0.7355311612603739
Qwen/Qwen3.5-9B,7,2,raw,0.947043061772442
Qwen/Qwen3.5-9B,7,2,label_residualized,0.9051492785579953
Qwen/Qwen3.5-9B,7,3,raw,0.8345427149029374
Qwen/Qwen3.5-9B,7,3,label_residualized,0.8674645962115284
Qwen/Qwen3.5-9B,7,4,raw,0.9339274821350807
Qwen/Qwen3.5-9B,7,4,label_residualized,0.8236786403300325
Qwen/Qwen3.5-9B,7,5,raw,0.9051547871076011
Qwen/Qwen3.5-9B,7,5,label_residualized,0.9354223520574018
Qwen/Qwen3.5-9B,7,6,raw,0.8789081965716252
Qwen/Qwen3.5-9B,7,6,label_residualized,0.7310029293030744
Qwen/Qwen3.5-9B,7,7,raw,0.81270691782492
Qwen/Qwen3.5-9B,7,7,label_residualized,0.7914925408800102
Qwen/Qwen3.5-9B,7,8,raw,0.5326994696793059
Qwen/Qwen3.5-9B,7,8,label_residualized,0.5450205274748076
Qwen/Qwen3.5-9B,7,9,raw,0.9510253056287017
Qwen/Qwen3.5-9B,7,9,label_residualized,0.9279172316624693
Qwen/Qwen3.5-9B,7,10,raw,0.959002254030054
Qwen/Qwen3.5-9B,7,10,label_residualized,0.9210635877221559
Qwen/Qwen3.5-9B,7,11,raw,0.9038862030436798
Qwen/Qwen3.5-9B,7,11,label_residualized,0.6942955138592904
Qwen/Qwen3.5-9B,7,12,raw,0.9548831282728976
Qwen/Qwen3.5-9B,7,12,label_residualized,0.8820519337935646
Qwen/Qwen3.5-9B,7,13,raw,0.9160619020223175
Qwen/Qwen3.5-9B,7,13,label_residualized,0.8210944868976724
Qwen/Qwen3.5-9B,7,14,raw,0.770734603845161
Qwen/Qwen3.5-9B,7,14,label_residualized,0.8883625365147868
Qwen/Qwen3.5-9B,7,15,raw,0.7538343195544872
Qwen/Qwen3.5-9B,7,15,label_residualized,0.9126594904103636
Qwen/Qwen3.5-9B,7,16,raw,0.9336069138045677
Qwen/Qwen3.5-9B,7,16,label_residualized,0.8938925990740794
Qwen/Qwen3.5-9B,7,17,raw,0.6755835197182003
Qwen/Qwen3.5-9B,7,17,label_residualized,0.6565510655223217
Qwen/Qwen3.5-9B,7,18,raw,0.8417755064705598
Qwen/Qwen3.5-9B,7,18,label_residualized,0.6399391692142787
Qwen/Qwen3.5-9B,7,19,raw,0.8909676055420089
Qwen/Qwen3.5-9B,7,19,label_residualized,0.5639085314485428
Qwen/Qwen3.5-9B,8,0,raw,0.5237893386672847
Qwen/Qwen3.5-9B,8,0,label_residualized,0.540143534369259
Qwen/Qwen3.5-9B,8,1,raw,0.39230493333919725
Qwen/Qwen3.5-9B,8,1,label_residualized,0.4525876211978518
Qwen/Qwen3.5-9B,8,2,raw,0.8528811903469069
Qwen/Qwen3.5-9B,8,2,label_residualized,0.920730824265934
Qwen/Qwen3.5-9B,8,3,raw,0.9576728889001035
Qwen/Qwen3.5-9B,8,3,label_residualized,0.9364935210606401
Qwen/Qwen3.5-9B,8,4,raw,0.8827555232776291
Qwen/Qwen3.5-9B,8,4,label_residualized,0.949906601979221
Qwen/Qwen3.5-9B,8,5,raw,0.8550444162047777
Qwen/Qwen3.5-9B,8,5,label_residualized,0.939860939448534
Qwen/Qwen3.5-9B,8,6,raw,0.011008700757840769
Qwen/Qwen3.5-9B,8,6,label_residualized,0.011060996054809598
Qwen/Qwen3.5-9B,8,7,raw,0.8281278488892672
Qwen/Qwen3.5-9B,8,7,label_residualized,0.9043256916623217
Qwen/Qwen3.5-9B,8,8,raw,0.8708480687696232
Qwen/Qwen3.5-9B,8,8,label_residualized,0.9589921772705381
Qwen/Qwen3.5-9B,8,9,raw,0.606760549497134
Qwen/Qwen3.5-9B,8,9,label_residualized,0.5026189761714075
Qwen/Qwen3.5-9B,8,10,raw,0.4639245385425356
Qwen/Qwen3.5-9B,8,10,label_residualized,0.47627836107442495
Qwen/Qwen3.5-9B,8,11,raw,0.8508535083266389
Qwen/Qwen3.5-9B,8,11,label_residualized,0.9399898426069084
Qwen/Qwen3.5-9B,8,12,raw,0.8504804355868745
Qwen/Qwen3.5-9B,8,12,label_residualized,0.9307544308597151
Qwen/Qwen3.5-9B,8,13,raw,0.5014181148467443
Qwen/Qwen3.5-9B,8,13,label_residualized,0.5055232809733424
Qwen/Qwen3.5-9B,8,14,raw,0.7947983674169032
Qwen/Qwen3.5-9B,8,14,label_residualized,0.7900477059876296
Qwen/Qwen3.5-9B,8,15,raw,0.61413508810066
Qwen/Qwen3.5-9B,8,15,label_residualized,0.5045862749409427
Qwen/Qwen3.5-9B,8,16,raw,0.5194956133663546
Qwen/Qwen3.5-9B,8,16,label_residualized,0.5232127376989377
Qwen/Qwen3.5-9B,8,17,raw,0.6081793067419825
Qwen/Qwen3.5-9B,8,17,label_residualized,0.5899374932516344
Qwen/Qwen3.5-9B,8,18,raw,0.6045568855970792
Qwen/Qwen3.5-9B,8,18,label_residualized,0.5011168181338711
Qwen/Qwen3.5-9B,8,19,raw,0.6207402048319555
Qwen/Qwen3.5-9B,8,19,label_residualized,0.5040639629917618
Qwen/Qwen3.5-9B,9,0,raw,0.8566801914003855
Qwen/Qwen3.5-9B,9,0,label_residualized,0.5264664110451959
Qwen/Qwen3.5-9B,9,1,raw,0.4566352218751893
Qwen/Qwen3.5-9B,9,1,label_residualized,0.4605689510137649
Qwen/Qwen3.5-9B,9,2,raw,0.9029262751848912
Qwen/Qwen3.5-9B,9,2,label_residualized,0.7390134420435139
Qwen/Qwen3.5-9B,9,3,raw,0.5616524269158232
Qwen/Qwen3.5-9B,9,3,label_residualized,0.4743744908584404
Qwen/Qwen3.5-9B,9,4,raw,0.49217976624292575
Qwen/Qwen3.5-9B,9,4,label_residualized,0.701076487051959
Qwen/Qwen3.5-9B,9,5,raw,0.7174603021222697
Qwen/Qwen3.5-9B,9,5,label_residualized,0.5880190366175893
Qwen/Qwen3.5-9B,9,6,raw,0.3950712823973092
Qwen/Qwen3.5-9B,9,6,label_residualized,0.5906368298202683
Qwen/Qwen3.5-9B,9,7,raw,0.6724511217081393
Qwen/Qwen3.5-9B,9,7,label_residualized,0.5025448527814427
Qwen/Qwen3.5-9B,9,8,raw,0.4860094319748726
Qwen/Qwen3.5-9B,9,8,label_residualized,0.478767094250912
Qwen/Qwen3.5-9B,9,9,raw,0.6722836031129303
Qwen/Qwen3.5-9B,9,9,label_residualized,0.43314304106779616
Qwen/Qwen3.5-9B,9,10,raw,0.5253286877416053
Qwen/Qwen3.5-9B,9,10,label_residualized,0.6694999663126754
Qwen/Qwen3.5-9B,9,11,raw,0.9020550911728691
Qwen/Qwen3.5-9B,9,11,label_residualized,0.6780495332702324
Qwen/Qwen3.5-9B,9,12,raw,0.5177145959063107
Qwen/Qwen3.5-9B,9,12,label_residualized,0.4126679953083365
Qwen/Qwen3.5-9B,9,13,raw,0.7686161074829346
Qwen/Qwen3.5-9B,9,13,label_residualized,0.4648803818398741
Qwen/Qwen3.5-9B,9,14,raw,0.8472406685357329
Qwen/Qwen3.5-9B,9,14,label_residualized,0.5953144397494008
Qwen/Qwen3.5-9B,9,15,raw,0.5276306246114519
Qwen/Qwen3.5-9B,9,15,label_residualized,0.5894470205888757
Qwen/Qwen3.5-9B,9,16,raw,0.8412015407180458
Qwen/Qwen3.5-9B,9,16,label_residualized,0.4570822972152275
Qwen/Qwen3.5-9B,9,17,raw,0.7511872257446128
Qwen/Qwen3.5-9B,9,17,label_residualized,0.4754324773756516
Qwen/Qwen3.5-9B,9,18,raw,0.5283510699148749
Qwen/Qwen3.5-9B,9,18,label_residualized,0.4724479455714181
Qwen/Qwen3.5-9B,9,19,raw,0.6738451866046513
Qwen/Qwen3.5-9B,9,19,label_residualized,0.7177268026027412
